,kWh,year_start,month_start,day_start,hour_start,minute_start,year_end,month_end,day_end,hour_end,minute_end,duration
16505,11.94720153,2018,8,15,9,11,2018,8,15,11,25,0 days 02:14:00
16506,6.404330139,2018,8,15,10,21,2018,8,15,11,15,0 days 00:54:00
16507,11.9907525,2018,8,15,10,44,2018,8,15,13,24,0 days 02:40:00
16508,21.51099986,2018,8,15,11,14,2018,8,15,13,37,0 days 02:23:00
16509,1.722717222,2018,8,15,9,36,2018,8,15,9,10,-1 days +23:34:00
16510,9.51487375,2018,8,15,11,40,2018,8,15,12,31,0 days 00:51:00
16511,15.19619833,2018,8,15,11,46,2018,8,15,13,33,0 days 01:47:00
16512,6.24923875,2018,8,15,12,9,2018,8,15,12,43,0 days 00:34:00
16513,13.81564625,2018,8,15,12,20,2018,8,15,13,32,0 days 01:12:00
16514,12.20948181,2018,8,15,12,36,2018,8,15,14,1,0 days 01:25:00
16515,11.10942653,2018,8,15,12,40,2018,8,15,14,41,0 days 02:01:00
16516,12.19079889,2018,8,15,13,15,2018,8,15,14,35,0 days 01:20:00
16517,3.019886806,2018,8,15,13,55,2018,8,15,14,1,0 days 00:06:00
16518,6.811408333,2018,8,15,15,1,2018,8,15,15,28,0 days 00:27:00
16520,56.31804583,2018,8,16,7,11,2018,8,16,14,52,0 days 07:41:00
16521,14.27170792,2018,8,16,7,0,2018,8,16,8,45,0 days 01:45:00
16522,7.331948333,2018,8,16,7,15,2018,8,16,8,15,0 days 01:00:00
16523,16.32564292,2018,8,16,7,16,2018,8,16,11,14,0 days 03:58:00
16524,7.869386667,2018,8,16,7,19,2018,8,16,7,56,0 days 00:37:00
16525,4.759267222,2018,8,16,7,27,2018,8,16,8,49,0 days 01:22:00
16526,8.935117083,2018,8,16,7,27,2018,8,16,8,16,0 days 00:49:00
16527,6.934381944,2018,8,16,7,29,2018,8,16,8,43,0 days 01:14:00
16528,8.360367083,2018,8,16,7,39,2018,8,16,9,16,0 days 01:37:00
16529,13.49982264,2018,8,16,7,57,2018,8,16,11,7,0 days 03:10:00
16530,6.781574306,2018,8,16,7,56,2018,8,16,9,8,0 days 01:12:00
16531,9.22426375,2018,8,16,8,0,2018,8,16,9,58,0 days 01:58:00
16532,12.01775903,2018,8,16,8,4,2018,8,16,11,3,0 days 02:59:00
16533,10.82618167,2018,8,16,8,11,2018,8,16,9,18,0 days 01:07:00
16534,12.25879444,2018,8,16,8,22,2018,8,16,9,55,0 days 01:33:00
16535,11.42699625,2018,8,16,8,22,2018,8,16,10,24,0 days 02:02:00
16536,15.40148847,2018,8,16,8,25,2018,8,16,10,20,0 days 01:55:00
16537,6.064221667,2018,8,16,8,34,2018,8,16,9,31,0 days 00:57:00
16538,19.3055025,2018,8,16,8,40,2018,8,16,10,40,0 days 02:00:00
16539,4.008844444,2018,8,16,8,40,2018,8,16,9,3,0 days 00:23:00
16540,6.329466945,2018,8,16,8,43,2018,8,16,9,50,0 days 01:07:00
16541,10.89151069,2018,8,16,8,38,2018,8,16,9,53,0 days 01:15:00
16542,18.40718056,2018,8,16,8,43,2018,8,16,11,8,0 days 02:25:00
16543,5.472394583,2018,8,16,8,46,2018,8,16,9,37,0 days 00:51:00
16544,9.531686667,2018,8,16,8,53,2018,8,16,10,43,0 days 01:50:00
16545,13.47045083,2018,8,16,9,0,2018,8,16,11,35,0 days 02:35:00
16546,16.34902375,2018,8,16,9,6,2018,8,16,11,7,0 days 02:01:00
16547,5.751618472,2018,8,16,9,8,2018,8,16,9,58,0 days 00:50:00
16548,15.14618139,2018,8,16,9,13,2018,8,16,10,39,0 days 01:26:00
16549,4.543200417,2018,8,16,9,20,2018,8,16,9,35,0 days 00:15:00
16550,25.84452611,2018,8,16,9,21,2018,8,16,13,3,0 days 03:42:00
16551,6.293375833,2018,8,16,9,26,2018,8,16,9,30,0 days 00:04:00
16552,16.95911472,2018,8,16,9,25,2018,8,16,11,31,0 days 02:06:00
16553,8.627041111,2018,8,16,11,13,2018,8,16,11,32,0 days 00:19:00
16554,18.92670569,2018,8,16,11,37,2018,8,16,14,5,0 days 02:28:00
16555,5.490010833,2018,8,16,11,48,2018,8,16,12,33,0 days 00:45:00
16556,3.592097639,2018,8,16,12,13,2018,8,16,12,31,0 days 00:18:00
16557,4.971917222,2018,8,16,12,13,2018,8,16,12,55,0 days 00:42:00
16558,6.397641667,2018,8,16,12,34,2018,8,16,12,37,0 days 00:03:00
16559,4.337958472,2018,8,16,12,41,2018,8,16,12,51,0 days 00:10:00
16560,6.548837361,2018,8,16,12,50,2018,8,16,13,56,0 days 01:06:00
16561,8.737564167,2018,8,16,13,1,2018,8,16,14,56,0 days 01:55:00
16562,6.393256805,2018,8,16,13,12,2018,8,16,14,19,0 days 01:07:00
16563,5.721201111,2018,8,16,13,49,2018,8,16,14,37,0 days 00:48:00
16564,4.684746806,2018,8,16,13,45,2018,8,16,14,21,0 days 00:36:00
16566,11.72309806,2018,8,16,15,34,2018,8,16,16,30,0 days 00:56:00
16567,5.9587025,2018,8,16,17,21,2018,8,16,18,0,0 days 00:39:00
16568,8.198580417,2018,8,17,6,40,2018,8,17,7,57,0 days 01:17:00
16569,14.60615889,2018,8,17,7,10,2018,8,17,10,29,0 days 03:19:00
16570,5.797189028,2018,8,17,7,22,2018,8,17,7,54,0 days 00:32:00
16571,11.20997472,2018,8,17,7,23,2018,8,17,8,12,0 days 00:49:00
16572,7.446724028,2018,8,17,7,25,2018,8,17,8,47,0 days 01:22:00
16573,6.781610694,2018,8,17,7,35,2018,8,17,8,47,0 days 01:12:00
16574,9.52219875,2018,8,17,7,38,2018,8,17,8,8,0 days 00:30:00
16575,5.266873472,2018,8,17,7,38,2018,8,17,7,57,0 days 00:19:00
16576,34.20874556,2018,8,17,7,48,2018,8,17,12,10,0 days 04:22:00
16577,14.78289792,2018,8,17,7,50,2018,8,17,10,53,0 days 03:03:00
16578,2.686928472,2018,8,17,7,59,2018,8,17,7,42,-1 days +23:43:00
16579,7.669994306,2018,8,17,7,58,2018,8,17,9,23,0 days 01:25:00
16580,24.34352708,2018,8,17,8,5,2018,8,17,10,57,0 days 02:52:00
16581,10.49489667,2018,8,17,8,9,2018,8,17,9,15,0 days 01:06:00
16582,7.204564583,2018,8,17,8,13,2018,8,17,9,27,0 days 01:14:00
16583,3.683287639,2018,8,17,8,19,2018,8,17,8,28,0 days 00:09:00
16584,6.272671528,2018,8,17,8,12,2018,8,17,9,17,0 days 01:05:00
16585,13.01339847,2018,8,17,8,24,2018,8,17,11,26,0 days 03:02:00
16586,11.45857972,2018,8,17,8,24,2018,8,17,9,37,0 days 01:13:00
16587,15.10792083,2018,8,17,8,29,2018,8,17,10,20,0 days 01:51:00
16588,7.939633611,2018,8,17,8,32,2018,8,17,9,16,0 days 00:44:00
16589,6.697241528,2018,8,17,8,15,2018,8,17,9,30,0 days 01:15:00
16590,8.734119583,2018,8,17,8,35,2018,8,17,9,5,0 days 00:30:00
16591,14.60234361,2018,8,17,8,35,2018,8,17,10,22,0 days 01:47:00
16592,16.96379556,2018,8,17,8,40,2018,8,17,10,39,0 days 01:59:00
16593,4.752642361,2018,8,17,8,38,2018,8,17,9,15,0 days 00:37:00
16594,21.66556583,2018,8,17,8,38,2018,8,17,11,5,0 days 02:27:00
16595,6.768556389,2018,8,17,8,41,2018,8,17,11,7,0 days 02:26:00
16596,4.259020694,2018,8,17,8,42,2018,8,17,8,54,0 days 00:12:00
16597,2.336706528,2018,8,17,8,43,2018,8,17,8,31,-1 days +23:48:00
16598,6.00434375,2018,8,17,8,44,2018,8,17,9,45,0 days 01:01:00
16599,28.80236,2018,8,17,8,50,2018,8,17,12,9,0 days 03:19:00
16600,12.87001111,2018,8,17,8,52,2018,8,17,10,21,0 days 01:29:00
16601,9.470509028,2018,8,17,9,7,2018,8,17,10,57,0 days 01:50:00
16602,19.05495931,2018,8,17,9,12,2018,8,17,11,40,0 days 02:28:00
16603,16.23209694,2018,8,17,10,38,2018,8,17,12,13,0 days 01:35:00
16604,14.35198403,2018,8,17,11,10,2018,8,17,14,33,0 days 03:23:00
16605,7.407513472,2018,8,17,11,40,2018,8,17,12,42,0 days 01:02:00
16606,2.654384722,2018,8,17,12,10,2018,8,17,12,9,-1 days +23:59:00
16607,2.784879028,2018,8,17,12,27,2018,8,17,12,18,-1 days +23:51:00
16608,14.81825403,2018,8,17,12,40,2018,8,17,14,20,0 days 01:40:00
16609,10.62562236,2018,8,17,12,53,2018,8,17,15,26,0 days 02:33:00
16610,21.25516611,2018,8,17,13,4,2018,8,17,15,24,0 days 02:20:00
16611,8.683589583,2018,8,17,13,5,2018,8,17,13,54,0 days 00:49:00
16612,15.18531472,2018,8,17,13,30,2018,8,17,14,53,0 days 01:23:00
16613,6.856905694,2018,8,17,14,23,2018,8,17,14,29,0 days 00:06:00
16614,2.410632083,2018,8,17,16,15,2018,8,17,15,59,-1 days +23:44:00
16615,2.324267917,2018,8,18,10,11,2018,8,18,9,57,-1 days +23:46:00
16616,3.432738194,2018,8,19,13,27,2018,8,19,13,0,-1 days +23:33:00
16617,13.53795819,2018,8,20,6,56,2018,8,20,10,8,0 days 03:12:00
16618,24.65709306,2018,8,20,6,46,2018,8,20,10,8,0 days 03:22:00
16619,5.200595417,2018,8,20,7,22,2018,8,20,9,0,0 days 01:38:00
16620,6.766954306,2018,8,20,7,22,2018,8,20,7,27,0 days 00:05:00
16621,6.656514583,2018,8,20,7,25,2018,8,20,8,35,0 days 01:10:00
16622,12.05077111,2018,8,20,7,28,2018,8,20,10,23,0 days 02:55:00
16623,21.01047222,2018,8,20,7,19,2018,8,20,9,38,0 days 02:19:00
16624,7.91286,2018,8,20,7,35,2018,8,20,8,41,0 days 01:06:00
16625,10.79443792,2018,8,20,7,44,2018,8,20,10,13,0 days 02:29:00
16626,13.70437014,2018,8,20,7,44,2018,8,20,10,46,0 days 03:02:00
16627,12.60773528,2018,8,20,7,21,2018,8,20,8,54,0 days 01:33:00
16628,9.083400278,2018,8,20,7,45,2018,8,20,9,31,0 days 01:46:00
16629,11.39015014,2018,8,20,7,45,2018,8,20,10,11,0 days 02:26:00
16630,5.217844167,2018,8,20,7,57,2018,8,20,8,36,0 days 00:39:00
16631,17.38847347,2018,8,20,7,58,2018,8,20,10,20,0 days 02:22:00
16632,7.4610825,2018,8,20,7,58,2018,8,20,9,25,0 days 01:27:00
16633,7.249514167,2018,8,20,8,2,2018,8,20,9,1,0 days 00:59:00
16634,17.57494958,2018,8,20,8,4,2018,8,20,10,22,0 days 02:18:00
16635,16.49097389,2018,8,20,8,5,2018,8,20,11,33,0 days 03:28:00
16636,9.108074861,2018,8,20,8,10,2018,8,20,9,7,0 days 00:57:00
16637,11.15442,2018,8,20,8,10,2018,8,20,10,33,0 days 02:23:00
16638,11.56190028,2018,8,20,8,14,2018,8,20,10,16,0 days 02:02:00
16639,16.09008208,2018,8,20,8,15,2018,8,20,12,8,0 days 03:53:00
16640,14.94514944,2018,8,20,8,18,2018,8,20,9,53,0 days 01:35:00
16641,12.09427014,2018,8,20,8,11,2018,8,20,10,51,0 days 02:40:00
16642,13.73780931,2018,8,20,8,25,2018,8,20,10,0,0 days 01:35:00
16643,10.89446931,2018,8,20,8,26,2018,8,20,9,12,0 days 00:46:00
16644,7.839170972,2018,8,20,8,27,2018,8,20,9,58,0 days 01:31:00
16645,7.729181667,2018,8,20,8,28,2018,8,20,9,2,0 days 00:34:00
16646,16.99560222,2018,8,20,8,33,2018,8,20,10,50,0 days 02:17:00
16647,6.565391111,2018,8,20,8,34,2018,8,20,9,45,0 days 01:11:00
16648,7.076869306,2018,8,20,8,36,2018,8,20,9,54,0 days 01:18:00
16649,19.39638861,2018,8,20,8,40,2018,8,20,10,40,0 days 02:00:00
16650,11.88260931,2018,8,20,8,41,2018,8,20,10,6,0 days 01:25:00
16651,7.486886111,2018,8,20,8,42,2018,8,20,8,54,0 days 00:12:00
16652,4.153176944,2018,8,20,8,47,2018,8,20,8,55,0 days 00:08:00
16653,13.62212403,2018,8,20,8,47,2018,8,20,10,33,0 days 01:46:00
16654,0.9595143055,2018,8,20,10,2,2018,8,20,9,12,-1 days +23:10:00
16655,7.956214306,2018,8,20,11,0,2018,8,20,11,15,0 days 00:15:00
16656,15.0483275,2018,8,20,11,13,2018,8,20,12,35,0 days 01:22:00
16657,7.692031528,2018,8,20,11,53,2018,8,20,13,32,0 days 01:39:00
16658,5.110785972,2018,8,20,12,9,2018,8,20,12,44,0 days 00:35:00
16659,1.791697639,2018,8,20,12,14,2018,8,20,11,52,-1 days +23:38:00
16660,31.53019292,2018,8,20,12,27,2018,8,20,16,12,0 days 03:45:00
16661,7.653201944,2018,8,20,12,35,2018,8,20,13,17,0 days 00:42:00
16662,14.20831167,2018,8,20,13,5,2018,8,20,14,49,0 days 01:44:00
16663,14.96313889,2018,8,20,13,5,2018,8,20,16,5,0 days 03:00:00
16664,20.19261597,2018,8,20,13,8,2018,8,20,15,35,0 days 02:27:00
16665,7.566725417,2018,8,20,13,24,2018,8,20,14,3,0 days 00:39:00
16666,4.295218889,2018,8,20,13,36,2018,8,20,13,57,0 days 00:21:00
16667,4.818804861,2018,8,20,13,51,2018,8,20,14,24,0 days 00:33:00
16668,8.077630417,2018,8,20,13,56,2018,8,20,14,50,0 days 00:54:00
16669,5.30509625,2018,8,20,15,43,2018,8,20,16,20,0 days 00:37:00
16670,6.981429167,2018,8,21,6,39,2018,8,21,7,53,0 days 01:14:00
16671,12.86403389,2018,8,21,6,53,2018,8,21,9,50,0 days 02:57:00
16672,6.890662917,2018,8,21,7,14,2018,8,21,8,27,0 days 01:13:00
16673,9.2100925,2018,8,21,7,15,2018,8,21,9,15,0 days 02:00:00
16674,14.32873319,2018,8,21,7,24,2018,8,21,10,14,0 days 02:50:00
16675,5.291534444,2018,8,21,7,29,2018,8,21,8,15,0 days 00:46:00
16676,28.22403667,2018,8,21,7,31,2018,8,21,10,58,0 days 03:27:00
16677,5.579480417,2018,8,21,7,32,2018,8,21,8,0,0 days 00:28:00
16678,5.712393472,2018,8,21,7,39,2018,8,21,8,10,0 days 00:31:00
16679,11.16740528,2018,8,21,7,48,2018,8,21,10,13,0 days 02:25:00
16680,20.2550075,2018,8,21,7,56,2018,8,21,10,7,0 days 02:11:00
16681,6.650463611,2018,8,21,7,56,2018,8,21,9,6,0 days 01:10:00
16682,11.13881764,2018,8,21,7,58,2018,8,21,10,33,0 days 02:35:00
16683,14.25724889,2018,8,21,7,58,2018,8,21,10,48,0 days 02:50:00
16684,11.58717792,2018,8,21,7,50,2018,8,21,10,32,0 days 02:42:00
16685,8.164013333,2018,8,21,8,2,2018,8,21,8,46,0 days 00:44:00
16686,7.135238889,2018,8,21,8,9,2018,8,21,9,20,0 days 01:11:00
16687,6.484768889,2018,8,21,8,12,2018,8,21,9,20,0 days 01:08:00
16688,7.509075972,2018,8,21,8,11,2018,8,21,9,31,0 days 01:20:00
16689,14.40146167,2018,8,21,8,21,2018,8,21,9,39,0 days 01:18:00
16690,11.54117639,2018,8,21,8,23,2018,8,21,10,51,0 days 02:28:00
16691,11.11160944,2018,8,21,8,25,2018,8,21,10,58,0 days 02:33:00
16692,12.35044514,2018,8,21,8,31,2018,8,21,10,10,0 days 01:39:00
16693,9.626463333,2018,8,21,8,33,2018,8,21,9,37,0 days 01:04:00
16694,13.86309153,2018,8,21,8,32,2018,8,21,10,11,0 days 01:39:00
16695,16.14852097,2018,8,21,8,37,2018,8,21,10,44,0 days 02:07:00
16696,9.191407778,2018,8,21,8,41,2018,8,21,9,32,0 days 00:51:00
16697,11.06852958,2018,8,21,8,41,2018,8,21,9,59,0 days 01:18:00
16698,4.843437222,2018,8,21,8,47,2018,8,21,9,9,0 days 00:22:00
16699,16.83294806,2018,8,21,8,49,2018,8,21,10,39,0 days 01:50:00
16700,12.37295875,2018,8,21,8,55,2018,8,21,10,19,0 days 01:24:00
16701,14.10294264,2018,8,21,8,57,2018,8,21,10,19,0 days 01:22:00
16702,8.850084444,2018,8,21,10,34,2018,8,21,11,57,0 days 01:23:00
16703,10.10562931,2018,8,21,11,27,2018,8,21,12,32,0 days 01:05:00
16704,4.114377778,2018,8,21,12,15,2018,8,21,12,41,0 days 00:26:00
16705,18.89441125,2018,8,21,12,19,2018,8,21,14,57,0 days 02:38:00
16706,8.243877778,2018,8,21,12,22,2018,8,21,13,7,0 days 00:45:00
16707,15.26914194,2018,8,21,12,17,2018,8,21,13,41,0 days 01:24:00
16708,32.13277944,2018,8,21,12,28,2018,8,21,16,17,0 days 03:49:00
16709,14.39249639,2018,8,21,12,34,2018,8,21,14,21,0 days 01:47:00
16710,11.11924431,2018,8,21,12,38,2018,8,21,15,0,0 days 02:22:00
16711,1.328427361,2018,8,21,12,53,2018,8,21,12,50,-1 days +23:57:00
16712,22.17523014,2018,8,21,12,39,2018,8,21,15,42,0 days 03:03:00
16713,1.815702361,2018,8,21,13,4,2018,8,21,12,43,-1 days +23:39:00
16714,18.65209153,2018,8,21,13,12,2018,8,21,15,5,0 days 01:53:00
16715,10.23158778,2018,8,21,13,57,2018,8,21,15,58,0 days 02:01:00
16716,5.261900694,2018,8,22,7,11,2018,8,22,7,57,0 days 00:46:00
16717,9.868859861,2018,8,22,7,18,2018,8,22,9,31,0 days 02:13:00
16718,7.453908889,2018,8,22,7,21,2018,8,22,8,20,0 days 00:59:00
16719,9.301732361,2018,8,22,7,30,2018,8,22,8,38,0 days 01:08:00
16720,23.17786653,2018,8,22,7,28,2018,8,22,10,56,0 days 03:28:00
16721,8.1623475,2018,8,22,7,44,2018,8,22,8,44,0 days 01:00:00
16722,16.74558444,2018,8,22,7,54,2018,8,22,10,3,0 days 02:09:00
16723,6.079720972,2018,8,22,7,56,2018,8,22,8,32,0 days 00:36:00
16724,7.784570556,2018,8,22,7,55,2018,8,22,9,28,0 days 01:33:00
16725,5.124436389,2018,8,22,8,4,2018,8,22,8,51,0 days 00:47:00
16726,18.39091958,2018,8,22,8,9,2018,8,22,10,6,0 days 01:57:00
16727,12.72698986,2018,8,22,8,9,2018,8,22,10,38,0 days 02:29:00
16728,12.52569167,2018,8,22,8,11,2018,8,22,11,5,0 days 02:54:00
16729,9.749099583,2018,8,22,8,10,2018,8,22,9,50,0 days 01:40:00
16730,15.28627861,2018,8,22,8,19,2018,8,22,10,17,0 days 01:58:00
16731,13.78700236,2018,8,22,8,22,2018,8,22,10,0,0 days 01:38:00
16732,27.42743583,2018,8,22,8,22,2018,8,22,12,13,0 days 03:51:00
16733,15.21679153,2018,8,22,8,22,2018,8,22,10,23,0 days 02:01:00
16734,6.532032083,2018,8,22,8,25,2018,8,22,9,35,0 days 01:10:00
16735,13.74465111,2018,8,22,8,25,2018,8,22,11,34,0 days 03:09:00
16736,9.183845139,2018,8,22,8,27,2018,8,22,10,14,0 days 01:47:00
16737,9.678599722,2018,8,22,8,33,2018,8,22,9,30,0 days 00:57:00
16738,11.54677625,2018,8,22,8,33,2018,8,22,10,3,0 days 01:30:00
16739,18.35207653,2018,8,22,8,52,2018,8,22,11,25,0 days 02:33:00
16740,19.1357725,2018,8,22,8,52,2018,8,22,11,29,0 days 02:37:00
16741,8.184833889,2018,8,22,9,8,2018,8,22,10,4,0 days 00:56:00
16742,17.18282708,2018,8,22,10,38,2018,8,22,12,25,0 days 01:47:00
16743,2.024046389,2018,8,22,11,21,2018,8,22,11,3,-1 days +23:42:00
16744,10.84390917,2018,8,22,11,22,2018,8,22,12,37,0 days 01:15:00
16745,7.978044722,2018,8,22,11,28,2018,8,22,11,45,0 days 00:17:00
16746,8.180105139,2018,8,22,11,54,2018,8,22,13,29,0 days 01:35:00
16747,5.835544167,2018,8,22,12,13,2018,8,22,12,9,-1 days +23:56:00
16748,6.127044306,2018,8,22,12,20,2018,8,22,13,11,0 days 00:51:00
16749,2.855629861,2018,8,22,12,39,2018,8,22,12,37,-1 days +23:58:00
16751,12.56642722,2018,8,22,12,53,2018,8,22,14,20,0 days 01:27:00
16752,3.392585833,2018,8,22,13,18,2018,8,22,13,31,0 days 00:13:00
16753,4.361054444,2018,8,22,15,18,2018,8,22,15,48,0 days 00:30:00
16754,14.81252208,2018,8,22,15,33,2018,8,22,16,53,0 days 01:20:00
16755,7.244108889,2018,8,23,6,31,2018,8,23,7,49,0 days 01:18:00
16756,7.649862917,2018,8,23,6,37,2018,8,23,7,15,0 days 00:38:00
16757,7.639052361,2018,8,23,6,38,2018,8,23,8,5,0 days 01:27:00
16758,17.67423153,2018,8,23,6,52,2018,8,23,8,40,0 days 01:48:00
16759,4.848189167,2018,8,23,7,4,2018,8,23,7,21,0 days 00:17:00
16760,9.859396944,2018,8,23,7,10,2018,8,23,9,27,0 days 02:17:00
16761,11.40212861,2018,8,23,7,31,2018,8,23,10,12,0 days 02:41:00
16762,13.03347889,2018,8,23,7,33,2018,8,23,9,2,0 days 01:29:00
16763,16.37275319,2018,8,23,7,34,2018,8,23,11,33,0 days 03:59:00
16764,13.35894139,2018,8,23,7,40,2018,8,23,10,40,0 days 03:00:00
16765,8.430103889,2018,8,23,7,55,2018,8,23,9,38,0 days 01:43:00
16766,8.24601875,2018,8,23,8,3,2018,8,23,9,35,0 days 01:32:00
16767,5.8242725,2018,8,23,7,50,2018,8,23,8,40,0 days 00:50:00
16768,8.832973472,2018,8,23,8,5,2018,8,23,9,50,0 days 01:45:00
16769,18.11902778,2018,8,23,8,13,2018,8,23,10,0,0 days 01:47:00
16770,10.34020986,2018,8,23,8,14,2018,8,23,10,27,0 days 02:13:00
16771,14.57922097,2018,8,23,8,15,2018,8,23,11,14,0 days 02:59:00
16772,12.98576125,2018,8,23,8,22,2018,8,23,11,21,0 days 02:59:00
16773,3.843890417,2018,8,23,8,23,2018,8,23,8,37,0 days 00:14:00
16774,20.26133597,2018,8,23,8,24,2018,8,23,10,38,0 days 02:14:00
16775,40.74690847,2018,8,23,8,28,2018,8,23,13,48,0 days 05:20:00
16776,16.06481611,2018,8,23,8,31,2018,8,23,10,32,0 days 02:01:00
16777,15.549245,2018,8,23,8,34,2018,8,23,10,42,0 days 02:08:00
16778,11.95033778,2018,8,23,8,36,2018,8,23,9,54,0 days 01:18:00
16779,15.99260181,2018,8,23,8,36,2018,8,23,10,36,0 days 02:00:00
16780,15.76840792,2018,8,23,8,38,2018,8,23,10,37,0 days 01:59:00
16781,9.470388056,2018,8,23,8,38,2018,8,23,9,32,0 days 00:54:00
16782,7.087930417,2018,8,23,7,39,2018,8,23,8,31,0 days 00:52:00
16783,14.13907444,2018,8,23,8,43,2018,8,23,12,1,0 days 03:18:00
16784,12.94692986,2018,8,23,8,49,2018,8,23,10,19,0 days 01:30:00
16785,4.347649722,2018,8,23,9,13,2018,8,23,9,37,0 days 00:24:00
16786,0.9473618055,2018,8,23,10,2,2018,8,23,9,23,-1 days +23:21:00
16787,11.96334042,2018,8,23,11,38,2018,8,23,13,11,0 days 01:33:00
16788,6.00700625,2018,8,23,12,3,2018,8,23,12,42,0 days 00:39:00
16789,0.8537690278,2018,8,23,11,43,2018,8,23,11,6,-1 days +23:23:00
16790,6.488136806,2018,8,23,12,8,2018,8,23,13,17,0 days 01:09:00
16791,7.473732917,2018,8,23,12,10,2018,8,23,12,22,0 days 00:12:00
16792,15.83941194,2018,8,23,11,43,2018,8,23,13,42,0 days 01:59:00
16793,19.11494958,2018,8,23,12,11,2018,8,23,14,35,0 days 02:24:00
16794,18.25968847,2018,8,23,12,16,2018,8,23,14,10,0 days 01:54:00
16795,15.13517986,2018,8,23,12,13,2018,8,23,15,42,0 days 03:29:00
16796,11.40146083,2018,8,23,12,29,2018,8,23,13,40,0 days 01:11:00
16797,5.594917778,2018,8,23,12,46,2018,8,23,13,38,0 days 00:52:00
16798,3.277403472,2018,8,23,12,55,2018,8,23,12,54,-1 days +23:59:00
16799,14.41811903,2018,8,23,13,1,2018,8,23,14,18,0 days 01:17:00
16800,3.250834444,2018,8,23,13,19,2018,8,23,13,31,0 days 00:12:00
16802,12.99203347,2018,8,23,13,49,2018,8,23,16,45,0 days 02:56:00
16803,12.33826569,2018,8,23,13,56,2018,8,23,15,19,0 days 01:23:00
16804,9.530319306,2018,8,23,14,37,2018,8,23,15,27,0 days 00:50:00
16805,4.328611389,2018,8,23,14,46,2018,8,23,15,10,0 days 00:24:00
16806,2.255814167,2018,8,23,15,48,2018,8,23,15,29,-1 days +23:41:00
16807,4.928499583,2018,8,23,16,30,2018,8,23,16,16,-1 days +23:46:00
16808,7.148469722,2018,8,24,6,3,2018,8,24,7,19,0 days 01:16:00
16809,5.669191806,2018,8,24,6,18,2018,8,24,7,2,0 days 00:44:00
16810,14.81729486,2018,8,24,6,52,2018,8,24,8,37,0 days 01:45:00
16811,5.349198889,2018,8,24,6,58,2018,8,24,7,46,0 days 00:48:00
16812,15.54854778,2018,8,24,7,10,2018,8,24,10,54,0 days 03:44:00
16813,14.02573958,2018,8,24,6,54,2018,8,24,10,12,0 days 03:18:00
16814,9.278147361,2018,8,24,7,14,2018,8,24,8,12,0 days 00:58:00
16815,20.87782708,2018,8,24,7,14,2018,8,24,10,12,0 days 02:58:00
16816,7.357547361,2018,8,24,7,32,2018,8,24,8,4,0 days 00:32:00
16817,12.68942431,2018,8,24,7,34,2018,8,24,10,28,0 days 02:54:00
16818,8.547194583,2018,8,24,7,34,2018,8,24,8,2,0 days 00:28:00
16819,7.36998125,2018,8,24,7,37,2018,8,24,8,48,0 days 01:11:00
16820,5.692160556,2018,8,24,7,39,2018,8,24,8,22,0 days 00:43:00
16821,14.40513528,2018,8,24,7,50,2018,8,24,9,33,0 days 01:43:00
16822,6.126445139,2018,8,24,7,54,2018,8,24,8,54,0 days 01:00:00
16823,5.753172361,2018,8,24,7,59,2018,8,24,8,48,0 days 00:49:00
16824,25.51620278,2018,8,24,8,1,2018,8,24,11,0,0 days 02:59:00
16825,38.23241236,2018,8,24,8,6,2018,8,24,12,58,0 days 04:52:00
16826,14.12184139,2018,8,24,8,8,2018,8,24,10,55,0 days 02:47:00
16827,15.07089931,2018,8,24,8,9,2018,8,24,11,9,0 days 03:00:00
16828,9.267341111,2018,8,24,8,15,2018,8,24,9,10,0 days 00:55:00
16829,11.45750389,2018,8,24,8,14,2018,8,24,10,48,0 days 02:34:00
16830,11.46672722,2018,8,24,8,18,2018,8,24,10,48,0 days 02:30:00
16831,4.112017917,2018,8,24,8,28,2018,8,24,8,57,0 days 00:29:00
16832,6.436892778,2018,8,24,8,30,2018,8,24,9,30,0 days 01:00:00
16833,3.715593056,2018,8,24,8,32,2018,8,24,8,44,0 days 00:12:00
16834,9.641869028,2018,8,24,8,33,2018,8,24,9,39,0 days 01:06:00
16835,11.08380847,2018,8,24,8,33,2018,8,24,11,7,0 days 02:34:00
16836,10.98144514,2018,8,24,8,41,2018,8,24,11,22,0 days 02:41:00
16837,4.255639167,2018,8,24,8,41,2018,8,24,8,54,0 days 00:13:00
16838,2.657887917,2018,8,24,8,42,2018,8,24,8,33,-1 days +23:51:00
16839,10.13403736,2018,8,24,8,51,2018,8,24,9,49,0 days 00:58:00
16840,13.19149667,2018,8,24,9,30,2018,8,24,11,4,0 days 01:34:00
16841,14.12780014,2018,8,24,10,7,2018,8,24,11,19,0 days 01:12:00
16842,8.921776944,2018,8,24,10,11,2018,8,24,11,4,0 days 00:53:00
16843,11.40560403,2018,8,24,10,53,2018,8,24,12,3,0 days 01:10:00
16844,12.06511972,2018,8,24,11,24,2018,8,24,12,40,0 days 01:16:00
16845,14.55245139,2018,8,24,11,56,2018,8,24,13,49,0 days 01:53:00
16846,13.77465167,2018,8,24,12,15,2018,8,24,13,34,0 days 01:19:00
16847,14.07787819,2018,8,24,12,28,2018,8,24,14,20,0 days 01:52:00
